lat;long;formatted_address
-30 0218318;-51 1885511;R. Felicissimo de Azevedo, 1455 - São João, Porto Alegre - RS, 90540-110, Brazil
-30 1459165;-51 2175017;R. Olécio Cavedini, 66 - Espírito Santo, Porto Alegre - RS, 91770-590, Brazil
-30 019574;-51 202325;R. Félix da Cunha, 751 - Floresta, Porto Alegre - RS, 90570-001, Brazil
-30 0276485;-51 1819397;Av. Carlos Gomes, 651 - Auxiliadora, Porto Alegre - RS, 90480-003, Brazil
-30 0294284;-51 2277204;Av. Borges de Medeiros, 340 - Centro Histórico, Porto Alegre - RS, Brazil
-30 064507;-51 152007;R. Cap. Pedro Werlang, 1110 - Paternon, Porto Alegre - RS, 91530-110, Brazil
-29 9764383;-51 1956049;R. Frederico Mentz, 40 - Navegantes, Porto Alegre - RS, 90240-111, Brazil
-30 0290046;-51 2262223;R. Vig. José Inácio, 371 - Centro Histórico, Porto Alegre - RS, 90020-100, Brazil
-30 031871;-51 1802484;Av. Carlos Gomes, 1155 - Petrópolis, Porto Alegre - RS, 90550-110, Brazil
-30 0278384;-51 2304199;R. Gen. Câmara, 60 - Centro Histórico, Porto Alegre - RS, 90010-230, Brazil
-30 0086188;-51 2017763;Av. Farrapos, 2751 - Floresta, Porto Alegre - RS, 90220-004, Brazil
-30 0293501;-51 2339944;R. Gen. João Manoel, 50 - Centro Histórico, Porto Alegre - RS, 90010-030, Brazil
-30 0214112;-51 1854606;Av. Augusto Meyer, 163 - Auxiliadora, Porto Alegre - RS, 90550-110, Brazil
-30 0236368;-51 2003724;R. 24 de Outubro, 850 - Independência, Porto Alegre - RS, Brazil
-30 0917173;-51 1804158;R. Prof. Oscar Pereira, 5808 - Cascata, Porto Alegre - RS, 91712-320, Brazil
-30 0290046;-51 2262223;R. Vig. José Inácio, 371 - Centro Histórico, Porto Alegre - RS, 90020-100, Brazil
-30 010028;-51 191698;R. Felicissimo de Azevedo, 110 - São João, Porto Alegre - RS, 90540-110, Brazil
-30 0315948;-51 2354512;R. dos Andradas, 630 - Centro Histórico, Porto Alegre - RS, 90020-004, Brazil
-30 0327739;-51 2177984;Av. Osvaldo Aranha, 440 - Bom Fim, Porto Alegre - RS, Brazil
-30 0124846;-51 1656375;R. Itapeva, 80 - Passo d'Areia, Porto Alegre - RS, 91350-080, Brazil
-30 0256593;-51 2025573;R. Luciana de Abreu, 471 - Moinhos de Vento, Porto Alegre - RS, 90570-060, Brazil
-30 0294956;-51 2222435;R. Pinto Bandeira, 574 - Centro Histórico, Porto Alegre - RS, 90030-150, Brazil
-30 018311;-51 2027531;Av. Cristóvão Colombo, 1789 - Floresta, Porto Alegre - RS, 90560-004, Brazil
-30 0290601;-51 2036229;R. Mostardeiro, 333 - Rio Branco, Porto Alegre - RS, Brazil
-30 0220963;-51 1951042;Av. Nova York, 10 - Auxiliadora, Porto Alegre - RS, 90550-070, Brazil
-30 0283147;-51 2094086;R. André Puente, 441 - Independência, Porto Alegre - RS, 90035-150, Brazil
-29 9983771;-51 1923499;Rua 18 de Novembro, 443 - Navegantes, Porto Alegre - RS, 90240-040, Brazil
-30 0391402;-51 2117796;R. Viêira de Castro, 158 - Farroupilha, Porto Alegre - RS, 90040-320, Brazil
-30 1380366;-51 2213216;Av. Juca Batista, 465 - Cavalhada, Porto Alegre - RS, Brazil
-30 0164458;-51 1970802;Av. Benjamin Constant, 1755 - São João, Porto Alegre - RS, Brazil
-29 9948118;-51 1289515;R. Abaeté, 58 - Sarandi, Porto Alegre - RS, 91130-490, Brazil
-30 1122172;-51 2265152;Av. da Cavalhada, 4050 - Cavalhada, Porto Alegre - RS, 91751-831, Brazil
-30 1122172;-51 2265152;Av. da Cavalhada, 4050 - Cavalhada, Porto Alegre - RS, 91751-831, Brazil
-30 0421503;-51 1877683;Rua João Abbott, 204 - Petrópolis, Porto Alegre - RS, 90460-150, Brazil
-30 0421503;-51 1877683;Rua João Abbott, 204 - Petrópolis, Porto Alegre - RS, 90460-150, Brazil
-30 0421503;-51 1877683;Rua João Abbott, 204 - Petrópolis, Porto Alegre - RS, 90460-150, Brazil
-30 0285113;-51 226252;Av. Otávio Rocha, 40 - Centro Histórico, Porto Alegre - RS, 90020-150, Brazil
-30 0227558;-51 199084;R. Tobias da Silva, 267 - Moinhos de Vento, Porto Alegre - RS, 90570-020, Brazil
-30 0301144;-51 1333589;Rua Tenente Ary Tarragô, 1402 - Jardim Itu-Sabará, Porto Alegre - RS, 91225-001, Brazil
-30 0036164;-51 2013912;Av. Pres. Franklin Roosevelt, 423 - Navegantes, Porto Alegre - RS, 90230-002, Brazil
-30 0098076;-51 1910382;R. Carlos Von Koseritz, 237 - São João, Porto Alegre - RS, 90540-031, Brazil
-30 041351;-51 218834;R. Joaquim Nabuco, 38 - Cidade Baixa, Porto Alegre - RS, 90050-340, Brazil
-30 0095946;-51 1922025;R. Felicissimo de Azevedo, 53 - São João, Porto Alegre - RS, 90540-110, Brazil
-30 0414594;-51 1776507;Av. Protásio Alves, 3161 - Petrópolis, Porto Alegre - RS, Brazil
-30 0263803;-51 2175025;Av. Farrapos, 146 - Floresta, Porto Alegre - RS, 90220-004, Brazil
-30 0414594;-51 1776507;Av. Protásio Alves, 3161 - Petrópolis, Porto Alegre - RS, Brazil
-30 0353607;-51 2219994;Av. Loureiro da Silva, 2001 - Cidade Baixa, Porto Alegre - RS, 90050-240, Brazil
-30 014386;-51 109596;Av. Irene Ruperti, 70 - Rubem Berta, Porto Alegre - RS, 91180-620, Brazil
-30 0338326;-51 1777811;Av. Carlos Gomes, 1492 - Auxiliadora, Porto Alegre - RS, 90480-001, Brazil
-30 041709;-51 190972;R. Amélia Téles, 90 - Petrópolis, Porto Alegre - RS, 90460-070, Brazil
-30 0775519;-51 1958602;R. Domício da Gama, 232 - Cascata, Porto Alegre - RS, 91710-120, Brazil
-30 0430195;-51 1908002;R. Faria Santos, 47 - Petrópolis, Porto Alegre - RS, 90670-150, Brazil
-30 0417824;-51 1838583;Av. Taquara, 438 - Petrópolis, Porto Alegre - RS, 90460-210, Brazil
-30 02038;-51 2018065;R. Félix da Cunha, 836 - Moinhos de Vento, Porto Alegre - RS, 90570-001, Brazil
-30 0264238;-51 222395;Praça Osvaldo Cruz, 15 - Centro Histórico, Porto Alegre - RS, 90010-130, Brazil
-30 0263411;-51 2222615;Praça Osvaldo Cruz, 15 - conj. 2806 - Centro Histórico, Porto Alegre - RS, 90245-470, Brazil
-30 0419867;-51 1890768;Av. Bagé, 45 - Petrópolis, Porto Alegre - RS, 90460-080, Brazil
-30 03991;-51 21538;Travessa da Paz, 44 - Cidade Baixa, Porto Alegre - RS, 90040-110, Brazil
-30 0149639;-51 1873127;R. Dom Pedro II, 891 - São João, Porto Alegre - RS, 90550-141, Brazil
-30 0842446;-51 2465905;0x951978a0d63d500d:0x15716d4550ce8aad - Av. Diário de Notícias, 200 - Cristal, Porto Alegre - RS, Brazil
-30 0286276;-51 2326911;R. Caldas Júnior, 20 - Centro Histórico, Porto Alegre - RS, 90010-260, Brazil
-30 10311;-51 259886;Rua Dr. Possidônio da Cunha, 641 - Vila Assunção, Porto Alegre - RS, 91900-140, Brazil
-30 0225241;-51 2087683;Av. Cristóvão Colombo, 1023 - Floresta, Porto Alegre - RS, 90560-004, Brazil
-30 0251439;-51 2227353;Av. Júlio de Castilhos, 435 - Centro, Porto Alegre - RS, 90030-131, Brazil
-29 99614;-51 128843;Av. Salvador Leão, 147 - Sarandi, Porto Alegre - RS, 91130-700, Brazil
-30 0294756;-51 1794725;Av. Dr. Nilo Peçanha, 1221 - Boa Vista, Porto Alegre - RS, Brazil
-30 0315948;-51 2354512;R. dos Andradas, 630 - Centro Histórico, Porto Alegre - RS, 90020-004, Brazil
-30 0315948;-51 2354512;R. dos Andradas, 630 - Centro Histórico, Porto Alegre - RS, 90020-004, Brazil
-30 0302561;-51 2038247;R. Mariante, 288 - Rio Branco, Porto Alegre - RS, 90430-180, Brazil
-30 1574317;-51 2227149;R. Urussanga, 332 - Guarujá, Porto Alegre - RS, 91770-080, Brazil
-30 013967;-51 1526375;Av. do Forte, 378 - Vila Ipiranga, Porto Alegre - RS, Brazil
-30 03658;-51 209005;Av. Osvaldo Aranha, 1370 - Bonfim, Porto Alegre - RS, 90035-191, Brazil
-30 0476881;-51 2043485;R. São Luís, 526 - Santana, Porto Alegre - RS, 90620-170, Brazil
-30 0609228;-51 2162034;R. Euríco Lara, 145 - Medianeira, Porto Alegre - RS, 90880-390, Brazil
-30 0330376;-51 2044575;R. Liberdade, 112 - Rio Branco, Porto Alegre - RS, 90420-090, Brazil
-30 0196893;-51 1883347;R. Felicissimo de Azevedo, 1224 - Auxiliadora, Porto Alegre - RS, 90540-110, Brazil
-30 0504942;-51 2161161;R. Marcílio Dias, 1315 - Azenha, Porto Alegre - RS, 90130-001, Brazil
-30 1551616;-51 2243155;R. Oiampi, 291 - Guarujá, Porto Alegre - RS, 91770-580, Brazil
-30 0452763;-51 2294265;Av. Borges de Medeiros, 2105 - PR Belas, Porto Alegre - RS, Brazil
-30 0293406;-51 202297;Rua Dona Laura, 320 - Rio Branco, Porto Alegre - RS, 90430-090, Brazil
-30 0086063;-51 182908;Av. Assis Brasil, 295 - São João, Porto Alegre - RS, Brazil
-30 0488215;-51 2218563;Av. Getúlio Vargas, 489 - Menino Deus, Porto Alegre - RS, 90150-001, Brazil
-30 0602363;-51 2294788;R. Antenor Lemos, 57 - Menino Deus, Porto Alegre - RS, 90850-100, Brazil
-30 0271925;-51 2296654;Tv. Franscisco de Leonardo Truda, 40 - Centro Histórico, Porto Alegre - RS, 90010-050, Brazil
-30 0292751;-51 2214265;Av. Independência, 30 - Centro, Porto Alegre - RS, 90035-074, Brazil
NA;NA;NA
-30 010637;-51 107475;Av. Delmar Rocha Barbosa, 613 - Rubem Berta, Porto Alegre - RS, 91180-490, Brazil
-30 010114;-51 204945;Av. São Paulo, 822 - São Geraldo, Porto Alegre - RS, 90230-160, Brazil
-30 068889;-51 206296;Av. Niterói, 660 - Medianeira, Porto Alegre - RS, 90880-270, Brazil
-30 0208631;-51 1832478;Praça Alberto Ramos, 812 - Higienópolis, Porto Alegre - RS, 90520-050, Brazil
-30 0602363;-51 2294788;R. Antenor Lemos, 57 - Menino Deus, Porto Alegre - RS, 90850-100, Brazil
-30 0313629;-51 2308669;R. Riachuelo, 1098 - S 302 - Centro Histórico, Porto Alegre - RS, 90010-272, Brazil
-30 0315948;-51 2354512;R. dos Andradas, 630 - Centro Histórico, Porto Alegre - RS, 90020-004, Brazil
-30 0380122;-51 2244831;R. Sarmento Leite, 1069 - Centro Histórico, Porto Alegre - RS, 90050-170, Brazil
-30 0353607;-51 2219994;Av. Loureiro da Silva, 2001 - Cidade Baixa, Porto Alegre - RS, 90050-240, Brazil
-30 0509541;-51 2122978;Av. Princesa Isabel, 65 - Santana, Porto Alegre - RS, Brazil
-30 0557628;-51 2147051;Av. da Azenha, 1350 - Azenha, Porto Alegre - RS, Brazil
-30 0619976;-51 2091635;Av. Natal, 180 - Medianeira, Porto Alegre - RS, 90880-110, Brazil
NA;NA;NA
-30 015887;-51 202756;R. Félix da Cunha, 332 - Floresta, Porto Alegre - RS, 90570-000, Brazil
-30 0386718;-51 1759137;Av. Protásio Alves, 3504 - Alto Petrópolis, Porto Alegre - RS, Brazil
-30 050196;-51 221674;Av. Getúlio Vargas, 646 - Menino Deus, Porto Alegre - RS, 90150-002, Brazil
-30 0440582;-51 2268937;R. Barão do Gravataí, 238 - Cidade Baixa, Porto Alegre - RS, 90040-341, Brazil
-30 041285;-51 2007;R. João Guimarães, 252 - Santa Cecilia, Porto Alegre - RS, 90630-170, Brazil
-30 0119288;-51 2110305;R. Voluntários da Pátria, 2432 - Centro Histórico, Porto Alegre - RS, 90030-001, Brazil
-30 0278939;-51 2254654;R. Vig. José Inácio, 250 - Centro Histórico, Porto Alegre - RS, Brazil
-29 9772818;-51 1727118;Rua Vítor Valpírio, 310 - Anchieta, Porto Alegre - RS, 90200-230, Brazil
-30 031437;-51 225579;R. Riachuelo, 1582 - Centro Histórico, Porto Alegre - RS, 90010-273, Brazil
-30 0133703;-51 1678229;Av. Andaraí, 157 - Passo d'Areia, Porto Alegre - RS, 91350-110, Brazil
-30 0489997;-51 1919039;R. Dr. Veridiano Farias, 122 - Petrópolis, Porto Alegre - RS, 90670-010, Brazil
-30 0283527;-51 2163727;Av. Cristóvão Colombo, 75 - Floresta, Porto Alegre - RS, 90560-003, Brazil
-30 0107744;-51 200961;Av. São Pedro, 844 - São Geraldo, Porto Alegre - RS, 90230-122, Brazil
-30 0240272;-51 2018431;R. Padre Chagas, 415 - Moinhos de Vento, Porto Alegre - RS, 90570-080, Brazil
-30 00833;-51 138108;R. Dona Alzira, 205 - Sarandi, Porto Alegre - RS, 91110-010, Brazil
-30 0579492;-51 1816608;Av. Ipiranga, 5790 - Praia de Belas, Porto Alegre - RS, Brazil
-30 029271;-51 201509;Rua Dona Laura, 414 - Rio Branco, Porto Alegre - RS, 90430-090, Brazil
-30 020556;-51 150554;R. Alberto Silva, 1067 - Vl Ipiranga, Porto Alegre - RS, 91370-001, Brazil
-30 167859;-51 1814193;Av. Juca Batista, 5955 - Cavalhada, Porto Alegre - RS, Brazil
-30 041943;-51 1682879;R. São Marcos, 111 - Bom Jesus, Porto Alegre - RS, 91420-550, Brazil
-30 0041335;-51 2010998;Av. Cairú, 600 - Navegantes, Porto Alegre - RS, 90230-031, Brazil
-30 0414594;-51 1776507;Av. Protásio Alves, 3161 - Petrópolis, Porto Alegre - RS, Brazil
-30 0129448;-51 1942234;Av. Benjamin Constant, 1258 - São João, Porto Alegre - RS, 90550-001, Brazil
-30 1040411;-51 2297057;Av. da Cavalhada, 3164 - Cavalhada, Porto Alegre - RS, 91740-000, Brazil
-30 0107744;-51 200961;Av. São Pedro, 844 - São Geraldo, Porto Alegre - RS, 90230-122, Brazil
-30 091866;-51 215689;R. Erechim, 1117 - Nonoai, Porto Alegre - RS, 90830-000, Brazil
-30 0050397;-51 1490241;Travessa Col., 110 - Jardim Lindoia, Porto Alegre - RS, 91050-200, Brazil
-30 0220611;-51 191774;R. 24 de Outubro, 1681 - Auxiliadora, Porto Alegre - RS, Brazil
-30 0651151;-51 229857;R. Silveiro, 597 - Menino Deus, Porto Alegre - RS, Brazil
-30 03208;-51 225929;R. Vig. José Inácio, 718 - Centro Histórico, Porto Alegre - RS, 90020-100, Brazil
-30 0571525;-51 1665863;Av. Ceres, 285 - Partenon, Porto Alegre - RS, 91530-030, Brazil
-30 0517593;-51 2180527;Av. Erico Veríssimo, 720 - Menino Deus, Porto Alegre - RS, 90160-180, Brazil
-30 0463492;-51 209243;R. Santana, 935 - Farroupilha, Porto Alegre - RS, 90040-373, Brazil
-30 064363;-51 1571969;Av. Bento Gonçalves, 5844 - Paternon, Porto Alegre - RS, 91540-000, Brazil
-30 0405189;-51 1917583;Rua Jaime Telles, 57 - Petrópolis, Porto Alegre - RS, 90460-030, Brazil
-30 0548699;-51 2141504;Av. da Azenha, 1240 - Azenha, Porto Alegre - RS, 90160-003, Brazil
-30 0281078;-51 2186165;Av. Alberto Bins, 789 - Independência, Porto Alegre - RS, Brazil
-30 0034702;-51 1353328;Av. Assis Brasil, 5309 - Passo d'Areia, Porto Alegre - RS, 91010-004, Brazil
-30 0931161;-51 2331042;R. Dr. Campos Velho, 1299 - Cristal, Porto Alegre - RS, 90820-001, Brazil
-30 0256593;-51 2025573;R. Luciana de Abreu, 471 - Moinhos de Vento, Porto Alegre - RS, 90570-060, Brazil
-30 0157142;-51 1643867;Av. João Wallig, 444 - Passo d'Areia, Porto Alegre - RS, 91340-001, Brazil
-30 0415894;-51 1827761;Av. Taquara, 572 - Petrópolis, Porto Alegre - RS, 90460-210, Brazil
-30 0598215;-51 224388;R. Oscar Bittencourt, 182 - Menino Deus, Porto Alegre - RS, 90850-150, Brazil
-30 0326124;-51 2085796;R. Ramiro Barcelos, 1543 - Rio Branco, Porto Alegre - RS, 90035-006, Brazil
-29 992868;-51 1288661;Av. 21 de Abril, 27 - Sarandi, Porto Alegre - RS, 91120-630, Brazil
-30 1851231;-51 1742205;Av. Juca Batista, 8000 - B Novo, Porto Alegre - RS, 91780-070, Brazil
-30 0128566;-51 1690708;Rua Bezerra de Menezes, 87 - Passo d'Areia, Porto Alegre - RS, 91350-030, Brazil
-30 104296;-51 246867;R. Mal. Hermes, 67 - Tristeza, Porto Alegre - RS, 91910-290, Brazil
-30 0576215;-51 2136215;Av. Dr. Carlos Barbosa, 210 - Medianeira, Porto Alegre - RS, Brazil
-30 004636;-51 174589;Rua Cerro Azul, 1094 - Santa Maria Goretti, Porto Alegre - RS, 91030-250, Brazil
-30 0026434;-51 2055871;Av. Cairú, 138 - Navegantes, Porto Alegre - RS, 90230-030, Brazil
-30 0284088;-51 1628733;Av. Dr. Nilo Peçanha, 2825 - Chácara das Pedras, Porto Alegre - RS, 91330-001, Brazil
-30 0186053;-51 1867155;R. Marquês do Pombal, 1710 - Moinhos de Vento, Porto Alegre - RS, Brazil
-30 0009649;-51 1920394;Av. Ceará, 561 - São João, Porto Alegre - RS, Brazil
-30 0104246;-51 2022147;Av. São Pedro, 708 - São Geraldo, Porto Alegre - RS, 90230-123, Brazil
-30 0209532;-51 2107859;Av. Farrapos, 1099 - Floresta, Porto Alegre - RS, 90220-004, Brazil
-30 0232368;-51 1925093;R. Felipe Neri, 295 - Auxiliadora, Porto Alegre - RS, 90440-150, Brazil
-30 0081924;-51 1973768;Av. Maranhão, 718 - São Geraldo, Porto Alegre - RS, 90230-040, Brazil
-30 017132;-51 171317;Av. Andaraí, 808 - Passo d'Areia, Porto Alegre - RS, 91350-110, Brazil
-30 0440582;-51 2268937;R. Barão do Gravataí, 238 - Cidade Baixa, Porto Alegre - RS, 90040-341, Brazil
-30 0374804;-51 1530467;Av. Saturnino de Brito, 441 - Vila Jardim, Porto Alegre - RS, 91320-000, Brazil
-30 015159;-51 203748;Tv. Azevedo, 178 - Floresta, Porto Alegre - RS, 90220-200, Brazil
-30 0419178;-51 1782249;Av. Protásio Alves, 3111 - Alto Petrópolis, Porto Alegre - RS, Brazil
-30 0114477;-51 2035104;R. Moura Azevedo, 606 - São Geraldo, Porto Alegre - RS, 90230-151, Brazil
-30 032136;-51 2170732;R. Dr. Barros Cassal, 746 - Floresta, Porto Alegre - RS, 90035-030, Brazil
-30 041697;-51 189635;R. Santos Neto, 111 - Petrópolis, Porto Alegre - RS, 90460-090, Brazil
-30 0403349;-51 2180246;R. Lopo Gonçalves, 60 - Cidade Baixa, Porto Alegre - RS, 90050-350, Brazil
-30 0323453;-51 1780246;Av. Soledade, 569 - Petrópolis, Porto Alegre - RS, Brazil
-30 0116808;-51 1649709;Av. Assis Brasil, 2251 - Passo d'Areia, Porto Alegre - RS, 91010-004, Brazil
-30 0217249;-51 1828869;Av. Plínio Brasil Milano, 805 - Higienópolis, Porto Alegre - RS, 90520-002, Brazil
-30 0416939;-51 1967422;R. Dona Eugênia, 852 - Santa Cecilia, Porto Alegre - RS, 90630-150, Brazil
-30 031054;-51 204803;R. Castro Alves, 575 - Independência, Porto Alegre - RS, 90430-131, Brazil
-30 030476;-51 226284;Ed. Fleming - R. Gen. Vitorino, 53 - sala 31 - Centro Histórico, Porto Alegre - RS, 90020-170, Brazil
-30 0906899;-51 2353241;R. Comandai, 661 - Cristal, Porto Alegre - RS, 90830-530, Brazil
-30 0378539;-51 1642065;R. Dr. Ernesto Ludwig, 256 - Chácara das Pedras, Porto Alegre - RS, 91330-420, Brazil
-30 0298759;-51 2019477;Av. Goethe, 71 - Rio Branco, Porto Alegre - RS, 90430-100, Brazil
-30 0303969;-51 2355468;R. Gen. Bento Martins, 24 - Centro Histórico, Porto Alegre - RS, 90010-080, Brazil
-30 0283829;-51 2032779;R. Mostardeiro, 392 - Independência, Porto Alegre - RS, 90430-001, Brazil
-30 0097852;-51 1519253;Av. Assis Brasil, 3532 - Jardim Lindoia, Porto Alegre - RS, Brazil
-30 029055;-51 2055621;R. Mostardeiro, 157 - Independência, Porto Alegre - RS, Brazil
-29 991489;-51 128288;R. Oliveira Lopes, 137 - Sarandi, Porto Alegre - RS, 91120-430, Brazil
-30 023646;-51 1841286;Av. Carlos Gomes, 141 - Auxiliadora, Porto Alegre - RS, 90480-003, Brazil
-30 012807;-51 165697;R. Itapeva, 110 - Passo d'Areia, Porto Alegre - RS, 91350-080, Brazil
-30 0202215;-51 1533403;Av. Eng. José Maria de Carvalho, 69 - Vila Ipiranga, Porto Alegre - RS, 91360-320, Brazil
-30 0309404;-51 2235845;Rua Professor Annes Dias, 285 - Centro Histórico, Porto Alegre - RS, 90010-490, Brazil
-30 024891;-51 151478;Travessa Abramo Eberle, 93 - Jardim Ipiranga, Porto Alegre - RS, 91360-010, Brazil
-30 0172907;-51 1893105;Av. Cristóvão Colombo, 3084 - Higienópolis, Porto Alegre - RS, Brazil
-30 0130917;-51 157049;Rua Fernando Cortez, 279 - Cristo Redentor, Porto Alegre - RS, 91350-270, Brazil
-30 0426021;-51 2191562;Av. Venâncio Aires, 80 - Cidade Baixa, Porto Alegre - RS, 90040-191, Brazil
-30 0161348;-51 156907;R. Marco Polo, 33 - Cristo Redentor, Porto Alegre - RS, 91350-280, Brazil
-30 0170713;-51 2005089;R. Dr. Timóteo, 227 - Floresta, Porto Alegre - RS, 90570-041, Brazil
-30 0276893;-51 1811527;Av. Carlos Gomes, 700 - Auxiliadora, Porto Alegre - RS, 90480-001, Brazil
-30 0401899;-51 1625629;Av. Protásio Alves, 4897 - Petrópolis, Porto Alegre - RS, Brazil
-30 1481796;-51 2073575;R. Prof. Joaquim Felizardo, 70 - Espírito Santo, Porto Alegre - RS, 91770-370, Brazil
-30 0349846;-51 1849894;Av. Dr. Nilo Peçanha, 95 - Petrópolis, Porto Alegre - RS, 90470-001, Brazil
-30 0213111;-51 2111554;Av. Farrapos, 1043 - Floresta, Porto Alegre - RS, 90220-004, Brazil
-30 0401899;-51 1625629;Av. Protásio Alves, 4897 - Petrópolis, Porto Alegre - RS, Brazil
-30 0228915;-51 1844321;Av. Carlos Gomes, 75 - Auxiliadora, Porto Alegre - RS, 90480-003, Brazil
-30 0180787;-51 2002179;R. Dr. Timóteo, 358 - Floresta, Porto Alegre - RS, 90570-040, Brazil
-30 1035035;-51 2354841;Av. Otto Niemeyer, 2406 - Tristeza, Porto Alegre - RS, 91910-001, Brazil
-30 0293446;-51 2073656;R. Mostardeiro, 5 - Independência, Porto Alegre - RS, Brazil
-30 043514;-51 1893699;R. Prof. Langendonck, 37 - Petrópolis, Porto Alegre - RS, 90630-060, Brazil
-30 0276505;-51 2215906;Av. Alberto Bins, 514 - Centro, Porto Alegre - RS, 90030-140, Brazil
-30 0412172;-51 2105751;Av. Jerônimo de Ornelas, 431 - Santana, Porto Alegre - RS, 90040-341, Brazil
-30 0150141;-51 1871273;R. Dom Pedro II, 903 - São João, Porto Alegre - RS, 90550-141, Brazil
-30 1564779;-51 1693411;Av. Edgar Píres de Castro, 101 - Campo Novo, Porto Alegre - RS, Brazil
-30 0501184;-51 2270077;Av. Bastian, 102 - Menino Deus, Porto Alegre - RS, 90130-020, Brazil
NA;NA;NA
-30 0348906;-51 1607861;R. Monte Alverne, 305 - Chácara das Pedras, Porto Alegre - RS, 91330-510, Brazil
-29 999837;-51 145197;R. Dr. Alberto Albertini, 431 - São Sebastião, Porto Alegre - RS, 91060-280, Brazil
-30 0081196;-51 1846164;Av. Assis Brasil, 115 - São João, Porto Alegre - RS, 90520-100, Brazil
-30 012089;-51 193252;Rua Zamenhoff, 71 - São João, Porto Alegre - RS, 90550-090, Brazil
-30 0081196;-51 1846164;Av. Assis Brasil, 115 - São João, Porto Alegre - RS, 90520-100, Brazil
-30 0435854;-51 1856124;Av. Protásio Alves, 2344 - Alto Petrópolis, Porto Alegre - RS, Brazil
-30 0442859;-51 204798;R. São Manoel, 1197 - Santana, Porto Alegre - RS, 90620-110, Brazil
-30 0251108;-51 1981079;R. Quintino Bocaiúva, 789 - Floresta, Porto Alegre - RS, 90440-051, Brazil
-30 0104408;-51 1499652;Av. Assis Brasil, 3664 - Passo d'Areia, Porto Alegre - RS, Brazil
-30 0389903;-51 2245311;R. da República, 493 - Cidade Baixa, Porto Alegre - RS, 90050-320, Brazil
-30 031172;-51 1697879;R. Cel. Armando Assis, 324 - Três Figueiras, Porto Alegre - RS, 91330-010, Brazil
-30 038992;-51 171137;R. João Bastian, 94 - Três Figueiras, Porto Alegre - RS, 91330-270, Brazil
-30 0628522;-51 2116161;Av. Dr. Carlos Barbosa, 840 - Medianeira, Porto Alegre - RS, 90880-020, Brazil
-30 0262208;-51 212016;Av. Cristóvão Colombo, 545 - Floresta, Porto Alegre - RS, 90560-003, Brazil
-30 0306447;-51 1821444;R. Regente, 245 - Petrópolis, Porto Alegre - RS, 90470-170, Brazil
NA;NA;NA
-30 0314462;-51 2033466;R. Castro Alves, 723 - Rio Branco, Porto Alegre - RS, 90430-131, Brazil
-30 0068141;-51 1463902;R. Veronese, 42 - São Sebastião, Porto Alegre - RS, 91060-190, Brazil
-30 004787;-51 134968;R. Eng. João Luderitz, 134 - Sarandi, Porto Alegre - RS, 91130-050, Brazil
-30 0371476;-51 221478;R. da República, 139 - Cidade Baixa, Porto Alegre - RS, 90050-321, Brazil
-30 0496236;-51 2291848;Av. Borges de Medeiros, 2500 - Centro Histórico, Porto Alegre - RS, 90020-024, Brazil
-30 0496236;-51 2291848;Av. Borges de Medeiros, 2500 - Centro Histórico, Porto Alegre - RS, 90020-024, Brazil
-30 0294756;-51 1794725;Av. Dr. Nilo Peçanha, 1221 - Boa Vista, Porto Alegre - RS, Brazil
-30 0048421;-51 199204;Av. Cairú, 763 - Navegantes, Porto Alegre - RS, 90230-031, Brazil
-29 9987581;-51 1420642;Av. Sertório, 6151 - Sarandi, Porto Alegre - RS, Brazil
-30 1427812;-51 2177432;Av. Juca Batista, 1085 - Ipanema, Porto Alegre - RS, 91700-000, Brazil
-30 0001698;-51 168432;R. Julio Kovalski, 195 - Jardim Sao Pedro, Porto Alegre - RS, Brazil
-30 0655709;-51 1865054;R. Cel. Aparício Borges, 2697 - Glória, Porto Alegre - RS, 90680-570, Brazil
-30 0182326;-51 1988231;Av. Cristóvão Colombo, 2149 - Floresta, Porto Alegre - RS, 90560-002, Brazil
-29 9961321;-51 2023877;R. Frederico Mentz, 1561 - Navegantes, Porto Alegre - RS, Brazil
-30 0173331;-51 1906272;R. Germano Petersen Júnior, 101 - Higienópolis, Porto Alegre - RS, 90540-140, Brazil
-30 0173331;-51 1906272;R. Germano Petersen Júnior, 101 - Higienópolis, Porto Alegre - RS, 90540-140, Brazil
-30 0032964;-51 200798;Av. França, 590 - Navegantes, Porto Alegre - RS, 90230-220, Brazil
-30 0542243;-51 2150731;Rua 20 de Setembro, 404 - Azenha, Porto Alegre - RS, 90130-090, Brazil
-30 052243;-51 216817;R. Nunes Machado, 215 - Azenha, Porto Alegre - RS, 90130-080, Brazil
-30 0471533;-51 1842893;R. Ferreira Viana, 842 - Petrópolis, Porto Alegre - RS, 90670-100, Brazil
-30 031871;-51 1802484;Av. Carlos Gomes, 1155 - Petrópolis, Porto Alegre - RS, 90550-110, Brazil
-30 030934;-51 231933;Rua dos Andradas, 955/901 - Centro Histórico, Porto Alegre - RS, 90020-005, Brazil
-30 0173331;-51 1906272;R. Germano Petersen Júnior, 101 - Higienópolis, Porto Alegre - RS, 90540-140, Brazil
-30 0235806;-51 2095646;Av. Cristóvão Colombo, 881 - Floresta, Porto Alegre - RS, 90560-003, Brazil
